score rank topscore toparg mean sd nextscore nextarg
-1.7432670593261719 1 -1.7432670593261719 0 -9.595084190368652 1.2972028255462646 -3.3277015686035156 39093
-3.3801422119140625 31956 6.872440338134766 14332 -2.412827253341675 1.2284245491027832 5.68475341796875 26795
-8.220382690429688 12322 -1.5852775573730469 3970 -8.807901382446289 1.2950100898742676 -2.8284225463867188 37511
-0.8281726837158203 6515 8.000450134277344 6148 -1.8247710466384888 1.1575019359588623 6.533695220947266 10200
-7.755058288574219 9440 -1.9365272521972656 18677 -8.637866973876953 1.3025829792022705 -2.7927513122558594 15348
0.3927593231201172 2 1.5036239624023438 18611 -7.272506237030029 1.414157509803772 0.3927593231201172 0
-6.532398223876953 18884 0.360198974609375 23506 -6.543232440948486 1.3233466148376465 0.1823749542236328 9234
-0.5759372711181641 3320 11.666446685791016 38160 -2.246999502182007 1.2125290632247925 9.412399291992188 10330
-5.370502471923828 23575 2.1865692138671875 27265 -4.998402118682861 1.3059903383255005 1.9026260375976562 19327
-4.026222229003906 4281 2.437408447265625 20014 -5.768335342407227 1.4220671653747559 2.3207359313964844 4914
-6.265113830566406 18402 1.0128059387207031 15904 -6.29427433013916 1.3254021406173706 1.0041313171386719 36651
-4.058143615722656 38879 7.157533645629883 39053 -2.060232400894165 1.2428009510040283 7.106708526611328 22979
-2.0621795654296875 16957 8.75343132019043 34810 -2.1962573528289795 1.190708041191101 7.817890167236328 799
-2.530437469482422 27303 10.657245635986328 16012 -1.9746853113174438 1.186658263206482 8.182510375976562 20525
-2.0993499755859375 23717 9.116020202636719 30395 -1.804387092590332 1.1770477294921875 8.151283264160156 7261
-4.734931945800781 2749 1.3406333923339844 36787 -6.981313705444336 1.4321839809417725 1.3182373046875 11458
-1.8159980773925781 1469 2.5447826385498047 9887 -4.73128604888916 1.4153188467025757 2.3505115509033203 33193
-3.1031341552734375 30810 6.326204299926758 27042 -2.2604312896728516 1.203487515449524 5.964780807495117 23947
-10.907188415527344 38275 -2.2064971923828125 385 -8.835847854614258 1.2702198028564453 -2.663135528564453 17239
-4.464061737060547 2916 2.6715965270996094 39846 -6.5293498039245605 1.3719050884246826 1.2615795135498047 20986
-1.2196941375732422 15649 9.512439727783203 9088 -1.452083945274353 1.1396123170852661 7.890190124511719 19741
-1.8550300598144531 13955 8.04977035522461 25737 -2.2056751251220703 1.1762992143630981 7.314699172973633 22718
1.61761474609375 228 9.076774597167969 30529 -2.272550344467163 1.2003955841064453 7.876935958862305 8185
-3.4435043334960938 20392 6.6055145263671875 9863 -3.2873740196228027 1.2760682106018066 5.9534912109375 35844
-2.8974227905273438 5220 4.77960205078125 35194 -4.221549034118652 1.2432464361190796 3.1557846069335938 39999
0.4054298400878906 2303 8.084999084472656 16436 -1.3403260707855225 1.1478325128555298 7.626562118530273 13493
0.3101997375488281 2475 9.944049835205078 7905 -1.6588777303695679 1.2043752670288086 7.247577667236328 20447
-3.1205406188964844 10903 6.437709808349609 13623 -3.7791647911071777 1.460330605506897 5.255460739135742 7890
1.3596687316894531 392 6.692695617675781 14684 -2.9268739223480225 1.3725011348724365 6.0474395751953125 366
-1.552206039428711 9623 8.268329620361328 7545 -2.259111166000366 1.2065662145614624 5.421405792236328 32094
-8.151390075683594 10515 -1.5312461853027344 13735 -8.908516883850098 1.2572332620620728 -3.131023406982422 23033
-2.090972900390625 23590 9.622684478759766 3704 -1.802307367324829 1.1669554710388184 8.275848388671875 9193
-2.9364891052246094 15729 5.903846740722656 22475 -3.113939046859741 1.2928335666656494 5.019184112548828 18469
-0.8608856201171875 2106 6.391506195068359 35335 -3.1216890811920166 1.2821062803268433 5.472499847412109 17822
-8.761917114257812 14383 -2.5502700805664062 18414 -9.158777236938477 1.2618908882141113 -3.4632186889648438 1911
2.2829551696777344 48 5.070598602294922 23390 -3.1220076084136963 1.2853913307189941 4.7409210205078125 2880
-1.2184886932373047 6582 5.748434066772461 7378 -2.2623937129974365 1.1939103603363037 5.650917053222656 26478
-2.3561019897460938 22538 10.892169952392578 18021 -2.0551862716674805 1.2409080266952515 8.710639953613281 10685
-2.361461639404297 29055 7.428676605224609 175 -1.6553558111190796 1.1963293552398682 7.365287780761719 28558
-5.926246643066406 2554 -1.9141998291015625 26394 -8.121708869934082 1.378936767578125 -1.9289798736572266 26494
-3.5107498168945312 36196 8.710639953613281 26422 -2.068532943725586 1.237504005432129 8.340576171875 32057
-0.04982566833496094 5 1.4098548889160156 4767 -7.503537178039551 1.4288307428359985 0.5636577606201172 38522
-3.2955284118652344 37611 7.964069366455078 8789 -1.6652146577835083 1.1920371055603027 6.742959976196289 17773
-5.8164825439453125 578 -2.723602294921875 7291 -8.924324989318848 1.2984213829040527 -2.7444305419921875 15165
-9.747123718261719 25738 -3.138580322265625 22688 -9.239720344543457 1.2902135848999023 -3.2935028076171875 34035
1.9733009338378906 2 28.901018142700195 3534 -7.445943355560303 1.3790969848632812 1.9733009338378906 0
-7.739681243896484 12864 -1.8732624053955078 23039 -8.268778800964355 1.296271562576294 -1.8919944763183594 12918
-1.5997428894042969 10070 7.552562713623047 29383 -2.265197515487671 1.1984279155731201 6.351226806640625 14450
-0.9299373626708984 3164 6.7143096923828125 17639 -2.65272855758667 1.2188268899917603 6.363079071044922 35145
-1.7144203186035156 109 1.5308303833007812 29438 -6.683615684509277 1.3909097909927368 1.5308303833007812 36184
-2.666900634765625 24970 10.00813102722168 28512 -2.260460615158081 1.1973730325698853 7.393550872802734 18694
-1.7898063659667969 12165 11.14870834350586 16783 -2.2671046257019043 1.1927554607391357 5.770343780517578 32693
-2.7955093383789062 16098 5.805456161499023 19606 -2.9167096614837646 1.379948616027832 5.406272888183594 7120
-1.2996578216552734 7304 7.600101470947266 10732 -2.2518820762634277 1.1976720094680786 6.711690902709961 36225
-3.2133712768554688 19207 6.655069351196289 21219 -3.1503841876983643 1.2552402019500732 5.181215286254883 37794
0.05413246154785156 1423 6.580524444580078 1235 -2.3535709381103516 1.1967222690582275 6.573326110839844 11878
-1.5522727966308594 7747 6.640323638916016 25209 -2.447331190109253 1.1857883930206299 5.964866638183594 29279
-0.5412502288818359 5941 7.272008895874023 39345 -1.6606721878051758 1.2066292762756348 7.239971160888672 3144
-2.308216094970703 28319 9.054695129394531 26278 -1.6573292016983032 1.2010626792907715 6.336688995361328 13512
-1.2887763977050781 17799 12.283973693847656 4407 -1.3915085792541504 1.1662616729736328 8.680988311767578 31060
-1.8138504028320312 24236 11.299673080444336 605 -1.4996984004974365 1.1699401140213013 8.747566223144531 17754
-0.7324504852294922 3888 9.301353454589844 31274 -2.2554848194122314 1.1974974870681763 7.3895263671875 8333
-0.38498497009277344 2296 6.996894836425781 15367 -2.362130880355835 1.1921478509902954 6.025066375732422 24186
-3.8903350830078125 24549 3.5991363525390625 3591 -3.468578815460205 1.2501355409622192 3.4894485473632812 8161
-2.417285919189453 19450 6.767486572265625 13713 -2.365020990371704 1.1862727403640747 6.528573989868164 2564
1.3725128173828125 469 7.118049621582031 11208 -2.9148879051208496 1.3866313695907593 6.501585006713867 10115
-0.7120628356933594 4899 10.054737091064453 17288 -2.0727362632751465 1.2413015365600586 8.821653366088867 4320
-3.72967529296875 26818 5.903846740722656 8240 -3.107497453689575 1.2908037900924683 5.737302780151367 8298
-2.2481613159179688 10132 6.806373596191406 37161 -2.9328112602233887 1.3817956447601318 6.557302474975586 18284
-10.289543151855469 37061 -2.2078018188476562 1826 -8.501982688903809 1.2880691289901733 -2.517059326171875 11182
-0.7078380584716797 39 1.5423583984375 32185 -6.039870738983154 1.42465078830719 1.1712760925292969 12014
-8.83612060546875 37282 1.0958194732666016 16439 -6.937342643737793 1.3796474933624268 1.0226459503173828 24370
-2.5322189331054688 11040 4.958139419555664 23153 -3.121567964553833 1.28347909450531 3.8366622924804688 73
-1.1828746795654297 5672 7.293220520019531 2713 -2.3939945697784424 1.214988350868225 6.588218688964844 7968
-6.589714050292969 37482 2.9568843841552734 16188 -4.771896839141846 1.3167110681533813 2.841817855834961 19091
-8.970985412597656 14156 -3.5341644287109375 39029 -9.409826278686523 1.2689354419708252 -3.598651885986328 9880
-4.836761474609375 1147 0.040279388427734375 38136 -7.693179607391357 1.3588629961013794 -1.534566879272461 21998
-3.3637428283691406 10400 4.068105697631836 20534 -4.117663860321045 1.4501259326934814 3.896453857421875 24214
-9.6510009765625 31726 -2.1590843200683594 36752 -8.623851776123047 1.272525668144226 -2.6575088500976562 15217
-2.1409950256347656 19035 8.518024444580078 12223 -2.074045181274414 1.2391271591186523 8.02490234375 14954
-1.106903076171875 15449 10.553565979003906 30621 -1.3704298734664917 1.1439718008041382 7.413780212402344 10115
-0.8901958465576172 7466 16.429811477661133 15079 -1.790616750717163 1.155503749847412 10.046520233154297 8743
-2.7257652282714844 25699 7.157751083374023 31925 -2.2664437294006348 1.1979503631591797 6.714328765869141 36851
-5.323783874511719 13015 3.897167205810547 32276 -5.796055316925049 1.2730745077133179 1.8107929229736328 7374
-0.8447380065917969 4446 12.726055145263672 18259 -2.204080104827881 1.1810648441314697 5.966892242431641 37349
-8.880966186523438 36979 0.43292999267578125 25390 -7.159427165985107 1.2714239358901978 -0.08167457580566406 23294
0.3318672180175781 1063 9.799736022949219 16161 -2.2679147720336914 1.1879194974899292 7.7797393798828125 1316
-0.7131748199462891 7369 11.172338485717773 36164 -1.6270294189453125 1.1655523777008057 7.342527389526367 33925
-1.5050678253173828 4376 4.903017044067383 39092 -3.263991117477417 1.4802470207214355 4.6511993408203125 20928
-2.5415267944335938 8055 6.444694519042969 10327 -3.456357717514038 1.2625197172164917 5.066669464111328 19548
-0.748748779296875 3526 5.933597564697266 15546 -2.362121343612671 1.189488410949707 5.730121612548828 33203
-7.1820831298828125 2673 -2.8449974060058594 36328 -9.227544784545898 1.3242510557174683 -3.310028076171875 4664
-0.7391281127929688 2785 5.994102478027344 24845 -3.0016887187957764 1.4083446264266968 5.943004608154297 36654
-1.2094173431396484 151 1.2897357940673828 23285 -6.00262975692749 1.4413623809814453 1.0066585540771484 33493
-0.8375396728515625 4358 6.6905517578125 12762 -2.208258867263794 1.1694508790969849 5.837867736816406 36215
-0.5758590698242188 1061 3.6141510009765625 11072 -3.9490303993225098 1.4159001111984253 3.553760528564453 14756
-2.0927658081054688 18107 7.195493698120117 38377 -2.140420913696289 1.1925380229949951 6.276683807373047 9252
-4.263511657714844 11935 2.5835800170898438 37926 -4.848542213439941 1.4172974824905396 2.2283706665039062 31233
-4.8417205810546875 28825 4.382541656494141 21023 -4.031203269958496 1.3437764644622803 3.1296958923339844 21350
-1.3460941314697266 7677 7.005668640136719 18787 -2.263519525527954 1.1995556354522705 6.980016708374023 26702
-0.16533470153808594 2063 8.459831237792969 8185 -2.1967711448669434 1.186995506286621 8.455535888671875 24076
-1.5907344818115234 3403 10.70425033569336 917 -3.7516939640045166 1.5099328756332397 5.884784698486328 21877
-3.433929443359375 20950 6.586381912231445 1001 -3.277275800704956 1.2215880155563354 5.320398330688477 12653
-6.6243438720703125 1637 -3.0489463806152344 3273 -9.020544052124023 1.2909129858016968 -3.531341552734375 183
-3.6364974975585938 18505 4.13514518737793 25270 -3.632462501525879 1.2746713161468506 4.066432952880859 38854
-1.9619808197021484 15333 7.144880294799805 20245 -2.2042453289031982 1.1871449947357178 6.859785079956055 28057
1.600473403930664 3 1.8215961456298828 33625 -5.9199299812316895 1.371030569076538 1.7921867370605469 39375
-5.7773590087890625 23703 2.680255889892578 36130 -5.369784355163574 1.3948781490325928 1.9182929992675781 640
